2,242,1

06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,04,
06,05,
06,05,
06,05,

