2,242,1

05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
04,08,
05,08,
05,08,
05,08,
